"name","year","time","lat","long","pressure","wind","type"
"Chantal",1995,"1995-07-19 06:00:00",36.2,-64.1,997,50,"Tropical Storm"
"Chantal",1995,"1995-07-19 12:00:00",37.1,-62.4,998,50,"Tropical Storm"
"Chantal",1995,"1995-07-19 18:00:00",38.2,-60.2,998,50,"Tropical Storm"
"Chantal",1995,"1995-07-20 00:00:00",39.5,-57.6,999,50,"Tropical Storm"
"Chantal",1995,"1995-07-20 06:00:00",41.1,-54.7,999,50,"Tropical Storm"
"Chantal",1995,"1995-07-20 12:00:00",43,-51.7,1000,50,"Tropical Storm"
"Dean",1995,"1995-07-28 18:00:00",26.2,-86.6,1009,25,"Tropical Depression"
"Dean",1995,"1995-07-29 00:00:00",26.1,-87.3,1008,30,"Tropical Depression"
"Dean",1995,"1995-07-29 06:00:00",26.2,-87.9,1008,30,"Tropical Depression"
"Dean",1995,"1995-07-29 12:00:00",26.3,-88.3,1008,30,"Tropical Depression"
"Dean",1995,"1995-07-29 18:00:00",26.5,-89.4,1007,30,"Tropical Depression"
"Dean",1995,"1995-07-30 00:00:00",26.9,-90.6,1007,30,"Tropical Depression"
"Dean",1995,"1995-07-30 06:00:00",27.6,-91.7,1006,30,"Tropical Depression"
"Dean",1995,"1995-07-30 12:00:00",28.1,-93,1005,30,"Tropical Depression"
"Dean",1995,"1995-07-30 18:00:00",28.6,-94,1003,35,"Tropical Storm"
"Dean",1995,"1995-07-31 00:00:00",29,-95,999,40,"Tropical Storm"
"Dean",1995,"1995-07-31 06:00:00",29.5,-95.5,1002,30,"Tropical Depression"
"Dean",1995,"1995-07-31 12:00:00",30,-96,1003,25,"Tropical Depression"
"Dean",1995,"1995-07-31 18:00:00",30.5,-96.5,1003,20,"Tropical Depression"
"Dean",1995,"1995-08-01 00:00:00",31.5,-97,1004,20,"Tropical Depression"
"Dean",1995,"1995-08-01 06:00:00",32,-97.5,1004,20,"Tropical Depression"
"Dean",1995,"1995-08-01 12:00:00",33,-98.5,1004,20,"Tropical Depression"
"Dean",1995,"1995-08-01 18:00:00",33,-98.5,1004,20,"Tropical Depression"
"Dean",1995,"1995-08-02 00:00:00",33,-98.5,1004,20,"Tropical Depression"
"Dean",1995,"1995-08-02 06:00:00",33,-98.5,1004,20,"Tropical Depression"
"Dean",1995,"1995-08-02 12:00:00",33,-98.5,1004,20,"Tropical Depression"
"Dean",1995,"1995-08-02 18:00:00",33,-98.5,1004,20,"Tropical Depression"
"Erin",1995,"1995-07-31 00:00:00",22.3,-73.2,1004,45,"Tropical Storm"
"Erin",1995,"1995-07-31 06:00:00",22.6,-73.6,1003,50,"Tropical Storm"
"Erin",1995,"1995-07-31 12:00:00",22.8,-73.9,999,55,"Tropical Storm"
"Erin",1995,"1995-07-31 18:00:00",23.2,-74.3,997,60,"Tropical Storm"
"Erin",1995,"1995-08-01 00:00:00",23.6,-74.9,992,70,"Hurricane"
"Erin",1995,"1995-08-01 06:00:00",24.3,-75.7,988,75,"Hurricane"
"Erin",1995,"1995-08-01 12:00:00",25.5,-76.3,985,75,"Hurricane"
"Erin",1995,"1995-08-01 18:00:00",26.3,-77.7,980,75,"Hurricane"
"Erin",1995,"1995-08-02 00:00:00",26.9,-79,982,75,"Hurricane"
"Erin",1995,"1995-08-02 06:00:00",27.7,-80.4,985,75,"Hurricane"
"Erin",1995,"1995-08-02 12:00:00",28.2,-81.9,990,50,"Tropical Storm"
"Erin",1995,"1995-08-02 18:00:00",28.6,-83.4,988,60,"Tropical Storm"
"Erin",1995,"1995-08-03 00:00:00",28.8,-84.7,985,65,"Hurricane"
"Erin",1995,"1995-08-03 06:00:00",29.3,-85.7,979,70,"Hurricane"
"Erin",1995,"1995-08-03 12:00:00",29.8,-86.6,974,80,"Hurricane"
"Erin",1995,"1995-08-03 18:00:00",30.6,-87.5,985,65,"Hurricane"
"Erin",1995,"1995-08-04 00:00:00",31.4,-88.5,997,45,"Tropical Storm"
"Erin",1995,"1995-08-04 06:00:00",32.3,-89.1,1001,35,"Tropical Storm"
"Erin",1995,"1995-08-04 12:00:00",33.2,-89.7,1003,20,"Tropical Depression"
"Erin",1995,"1995-08-04 18:00:00",34.1,-90.2,1003,20,"Tropical Depression"
"Erin",1995,"1995-08-05 00:00:00",34.8,-90.2,1003,20,"Tropical Depression"
"Erin",1995,"1995-08-05 06:00:00",35.4,-90.1,1003,20,"Tropical Depression"
"Erin",1995,"1995-08-05 12:00:00",36.3,-89.8,1003,20,"Tropical Depression"
"Erin",1995,"1995-08-05 18:00:00",37.5,-88.8,1003,20,"Tropical Depression"
"Erin",1995,"1995-08-06 00:00:00",38.4,-86.8,1003,20,"Tropical Depression"
"Erin",1995,"1995-08-06 06:00:00",38.7,-84.9,1005,20,"Tropical Depression"
"Felix",1995,"1995-08-08 00:00:00",14.3,-30.8,1010,30,"Tropical Depression"
"Felix",1995,"1995-08-08 06:00:00",14.7,-32.5,1008,30,"Tropical Depression"
"Felix",1995,"1995-08-08 12:00:00",15,-34.4,1007,30,"Tropical Depression"
"Felix",1995,"1995-08-08 18:00:00",15.5,-36.4,1005,35,"Tropical Storm"
"Felix",1995,"1995-08-09 00:00:00",15.7,-38.3,1004,40,"Tropical Storm"
"Felix",1995,"1995-08-09 06:00:00",16,-40.2,1003,45,"Tropical Storm"
"Felix",1995,"1995-08-09 12:00:00",16.2,-41.9,1001,45,"Tropical Storm"
"Felix",1995,"1995-08-09 18:00:00",16.6,-43.7,1000,45,"Tropical Storm"
"Felix",1995,"1995-08-10 00:00:00",17,-45.6,998,50,"Tropical Storm"
"Felix",1995,"1995-08-10 06:00:00",17.5,-47.4,996,55,"Tropical Storm"
"Felix",1995,"1995-08-10 12:00:00",18,-49.1,993,60,"Tropical Storm"
"Felix",1995,"1995-08-10 18:00:00",18.4,-50.8,991,60,"Tropical Storm"
"Felix",1995,"1995-08-11 00:00:00",18.9,-52.4,987,65,"Hurricane"
"Felix",1995,"1995-08-11 06:00:00",19.6,-53.9,980,70,"Hurricane"
"Felix",1995,"1995-08-11 12:00:00",20.4,-55.4,972,80,"Hurricane"
"Felix",1995,"1995-08-11 18:00:00",21.3,-56.5,965,90,"Hurricane"
"Felix",1995,"1995-08-12 00:00:00",22.1,-57.8,955,100,"Hurricane"
"Felix",1995,"1995-08-12 06:00:00",22.9,-59,943,110,"Hurricane"
"Felix",1995,"1995-08-12 12:00:00",23.6,-60.2,932,115,"Hurricane"
"Felix",1995,"1995-08-12 18:00:00",24.3,-61,929,120,"Hurricane"
"Felix",1995,"1995-08-13 00:00:00",25.1,-61.6,930,115,"Hurricane"
"Felix",1995,"1995-08-13 06:00:00",25.9,-61.9,937,105,"Hurricane"
"Felix",1995,"1995-08-13 12:00:00",26.6,-62.3,942,100,"Hurricane"
"Felix",1995,"1995-08-13 18:00:00",27.4,-62.3,947,95,"Hurricane"
"Felix",1995,"1995-08-14 00:00:00",28.2,-62.5,948,90,"Hurricane"
"Felix",1995,"1995-08-14 06:00:00",29,-62.9,954,80,"Hurricane"
"Felix",1995,"1995-08-14 12:00:00",29.9,-63.4,962,80,"Hurricane"
"Felix",1995,"1995-08-14 18:00:00",30.7,-64.1,962,75,"Hurricane"
"Felix",1995,"1995-08-15 00:00:00",31.3,-65.1,962,75,"Hurricane"
"Felix",1995,"1995-08-15 06:00:00",31.9,-66.2,964,75,"Hurricane"
"Felix",1995,"1995-08-15 12:00:00",32.5,-67.4,968,70,"Hurricane"
"Felix",1995,"1995-08-15 18:00:00",33.1,-68.8,965,70,"Hurricane"
"Felix",1995,"1995-08-16 00:00:00",33.5,-70.1,963,70,"Hurricane"
"Felix",1995,"1995-08-16 06:00:00",34,-71.3,966,70,"Hurricane"
"Felix",1995,"1995-08-16 12:00:00",34.6,-72.4,968,70,"Hurricane"
"Felix",1995,"1995-08-16 18:00:00",34.8,-72.7,970,70,"Hurricane"
"Felix",1995,"1995-08-17 00:00:00",35.3,-72.9,968,65,"Hurricane"
"Felix",1995,"1995-08-17 06:00:00",35.6,-72.9,971,65,"Hurricane"
"Felix",1995,"1995-08-17 12:00:00",36.1,-72.7,972,65,"Hurricane"
"Felix",1995,"1995-08-17 18:00:00",36.5,-72.2,973,65,"Hurricane"
"Felix",1995,"1995-08-18 00:00:00",36.8,-71.5,973,65,"Hurricane"
"Felix",1995,"1995-08-18 06:00:00",37.1,-70.7,971,65,"Hurricane"
"Felix",1995,"1995-08-18 12:00:00",37.1,-69.9,970,65,"Hurricane"
"Felix",1995,"1995-08-18 18:00:00",36.9,-68.9,971,70,"Hurricane"
"Felix",1995,"1995-08-19 00:00:00",36.6,-68.1,970,70,"Hurricane"
"Felix",1995,"1995-08-19 06:00:00",36.1,-67.8,970,70,"Hurricane"
"Felix",1995,"1995-08-19 12:00:00",35.7,-67.5,971,70,"Hurricane"
"Felix",1995,"1995-08-19 18:00:00",35.4,-67.4,973,70,"Hurricane"
"Felix",1995,"1995-08-20 00:00:00",35.1,-67.5,976,65,"Hurricane"
"Felix",1995,"1995-08-20 06:00:00",35,-67.9,979,60,"Tropical Storm"
"Felix",1995,"1995-08-20 12:00:00",35.4,-68.2,982,60,"Tropical Storm"
"Felix",1995,"1995-08-20 18:00:00",35.9,-68.3,985,60,"Tropical Storm"
"Felix",1995,"1995-08-21 00:00:00",36.6,-67.8,986,60,"Tropical Storm"
"Felix",1995,"1995-08-21 06:00:00",37.7,-67,988,55,"Tropical Storm"
"Felix",1995,"1995-08-21 12:00:00",39,-66.1,989,50,"Tropical Storm"
"Felix",1995,"1995-08-21 18:00:00",40.6,-63.3,988,50,"Tropical Storm"
"Felix",1995,"1995-08-22 00:00:00",42.5,-59.8,987,50,"Tropical Storm"
"Felix",1995,"1995-08-22 06:00:00",44.5,-55.8,986,50,"Tropical Storm"
"Felix",1995,"1995-08-22 12:00:00",46.8,-50.8,985,50,"Tropical Storm"
"Gabrielle",1995,"1995-08-09 18:00:00",23.7,-94.8,1007,30,"Tropical Depression"
"Gabrielle",1995,"1995-08-10 00:00:00",23.7,-95.4,1004,30,"Tropical Depression"
"Gabrielle",1995,"1995-08-10 06:00:00",23.7,-96.2,1002,30,"Tropical Depression"
"Gabrielle",1995,"1995-08-10 12:00:00",23.5,-96.5,999,35,"Tropical Storm"
"Gabrielle",1995,"1995-08-10 18:00:00",23.1,-96.7,997,40,"Tropical Storm"
"Gabrielle",1995,"1995-08-11 00:00:00",23,-96.7,995,45,"Tropical Storm"
"Gabrielle",1995,"1995-08-11 06:00:00",23.1,-97,993,50,"Tropical Storm"
"Gabrielle",1995,"1995-08-11 12:00:00",23.3,-97.2,991,55,"Tropical Storm"
"Gabrielle",1995,"1995-08-11 18:00:00",23.6,-97.5,990,60,"Tropical Storm"
"Gabrielle",1995,"1995-08-12 00:00:00",23.9,-98.2,999,30,"Tropical Depression"
"Humberto",1995,"1995-08-22 00:00:00",13.2,-33,1009,30,"Tropical Depression"
"Humberto",1995,"1995-08-22 06:00:00",13.7,-34.3,1005,35,"Tropical Storm"
"Humberto",1995,"1995-08-22 12:00:00",14.2,-35.2,1002,45,"Tropical Storm"
"Humberto",1995,"1995-08-22 18:00:00",14.6,-36.2,998,50,"Tropical Storm"
"Humberto",1995,"1995-08-23 00:00:00",14.8,-37.3,995,60,"Tropical Storm"
"Humberto",1995,"1995-08-23 06:00:00",14.9,-38.3,987,65,"Hurricane"
"Humberto",1995,"1995-08-23 12:00:00",15,-39.2,985,70,"Hurricane"
"Humberto",1995,"1995-08-23 18:00:00",15.1,-40.3,982,75,"Hurricane"
"Humberto",1995,"1995-08-24 00:00:00",15.2,-41,975,80,"Hurricane"
"Humberto",1995,"1995-08-24 06:00:00",15.3,-41.9,973,85,"Hurricane"
"Humberto",1995,"1995-08-24 12:00:00",15.4,-42.6,971,90,"Hurricane"
"Humberto",1995,"1995-08-24 18:00:00",15.7,-43.2,968,95,"Hurricane"
"Humberto",1995,"1995-08-25 00:00:00",16.1,-43.8,970,90,"Hurricane"
"Humberto",1995,"1995-08-25 06:00:00",16.7,-44.4,970,90,"Hurricane"
"Humberto",1995,"1995-08-25 12:00:00",17.6,-45.1,970,90,"Hurricane"
"Humberto",1995,"1995-08-25 18:00:00",18.5,-45.9,970,90,"Hurricane"
"Humberto",1995,"1995-08-26 00:00:00",19.4,-46.6,970,90,"Hurricane"
"Humberto",1995,"1995-08-26 06:00:00",20,-47.2,970,90,"Hurricane"
"Humberto",1995,"1995-08-26 12:00:00",20.6,-47.6,972,85,"Hurricane"
"Humberto",1995,"1995-08-26 18:00:00",21.4,-48,975,80,"Hurricane"
"Humberto",1995,"1995-08-27 00:00:00",22.2,-48.2,980,80,"Hurricane"
"Humberto",1995,"1995-08-27 06:00:00",22.9,-48,982,75,"Hurricane"
"Humberto",1995,"1995-08-27 12:00:00",24.1,-48.2,984,70,"Hurricane"
"Humberto",1995,"1995-08-27 18:00:00",25.4,-48.4,986,70,"Hurricane"
"Humberto",1995,"1995-08-28 00:00:00",26.4,-48.6,992,65,"Hurricane"
"Humberto",1995,"1995-08-28 06:00:00",27.1,-48.8,994,65,"Hurricane"
"Humberto",1995,"1995-08-28 12:00:00",27.7,-49.1,991,65,"Hurricane"
"Humberto",1995,"1995-08-28 18:00:00",28.4,-49.3,987,65,"Hurricane"
"Humberto",1995,"1995-08-29 00:00:00",29,-49.4,985,65,"Hurricane"
"Humberto",1995,"1995-08-29 06:00:00",29.5,-49.4,983,70,"Hurricane"
"Humberto",1995,"1995-08-29 12:00:00",30,-49.2,981,75,"Hurricane"
"Humberto",1995,"1995-08-29 18:00:00",30.6,-48.9,979,75,"Hurricane"
"Humberto",1995,"1995-08-30 00:00:00",31.3,-48.3,978,80,"Hurricane"
"Humberto",1995,"1995-08-30 06:00:00",32.8,-47.1,976,80,"Hurricane"
"Humberto",1995,"1995-08-30 12:00:00",34,-45.7,974,80,"Hurricane"
"Humberto",1995,"1995-08-30 18:00:00",35.2,-44,971,80,"Hurricane"
"Humberto",1995,"1995-08-31 00:00:00",36,-41.9,970,80,"Hurricane"
"Humberto",1995,"1995-08-31 06:00:00",37.1,-40,971,80,"Hurricane"
"Humberto",1995,"1995-08-31 12:00:00",38.3,-39,985,70,"Hurricane"
"Humberto",1995,"1995-08-31 18:00:00",39.1,-38.2,995,60,"Tropical Storm"
"Humberto",1995,"1995-09-01 00:00:00",40,-37,1000,45,"Tropical Storm"
"Iris",1995,"1995-08-22 12:00:00",13.2,-49.3,1008,30,"Tropical Depression"
"Iris",1995,"1995-08-22 18:00:00",13.3,-50.6,1007,35,"Tropical Storm"
"Iris",1995,"1995-08-23 00:00:00",13.7,-51.8,1006,35,"Tropical Storm"
"Iris",1995,"1995-08-23 06:00:00",14,-52.5,1004,40,"Tropical Storm"
"Iris",1995,"1995-08-23 12:00:00",14.5,-53,998,55,"Tropical Storm"
"Iris",1995,"1995-08-23 18:00:00",15,-53.4,991,75,"Hurricane"
"Iris",1995,"1995-08-24 00:00:00",15.2,-53.8,992,70,"Hurricane"
"Iris",1995,"1995-08-24 06:00:00",15,-54.3,992,70,"Hurricane"
"Iris",1995,"1995-08-24 12:00:00",14.8,-55.1,992,65,"Hurricane"
"Iris",1995,"1995-08-24 18:00:00",14.6,-56,992,60,"Tropical Storm"
"Iris",1995,"1995-08-25 00:00:00",14.5,-56.8,995,55,"Tropical Storm"
"Iris",1995,"1995-08-25 06:00:00",14.3,-57.8,996,55,"Tropical Storm"
"Iris",1995,"1995-08-25 12:00:00",14.2,-58.8,999,55,"Tropical Storm"
"Iris",1995,"1995-08-25 18:00:00",14.2,-59.8,998,50,"Tropical Storm"
"Iris",1995,"1995-08-26 00:00:00",14,-60.3,1000,50,"Tropical Storm"
"Iris",1995,"1995-08-26 06:00:00",14.2,-60.2,999,45,"Tropical Storm"
"Iris",1995,"1995-08-26 12:00:00",14.6,-60.5,1000,45,"Tropical Storm"
"Iris",1995,"1995-08-26 18:00:00",14.9,-61,1003,40,"Tropical Storm"
"Iris",1995,"1995-08-27 00:00:00",15,-61.2,1006,35,"Tropical Storm"
"Iris",1995,"1995-08-27 06:00:00",15.6,-61.2,1005,40,"Tropical Storm"
"Iris",1995,"1995-08-27 12:00:00",16.2,-61.2,1002,45,"Tropical Storm"
"Iris",1995,"1995-08-27 18:00:00",17,-61.9,995,50,"Tropical Storm"
"Iris",1995,"1995-08-28 00:00:00",17.8,-62,993,55,"Tropical Storm"
"Iris",1995,"1995-08-28 06:00:00",18.6,-62,989,55,"Tropical Storm"
"Iris",1995,"1995-08-28 12:00:00",19.4,-62.1,985,60,"Tropical Storm"
"Iris",1995,"1995-08-28 18:00:00",20.4,-62.4,983,65,"Hurricane"
"Iris",1995,"1995-08-29 00:00:00",21.3,-62.5,981,70,"Hurricane"
"Iris",1995,"1995-08-29 06:00:00",22,-62.5,974,80,"Hurricane"
"Iris",1995,"1995-08-29 12:00:00",22.6,-62.5,973,75,"Hurricane"
"Iris",1995,"1995-08-29 18:00:00",23.1,-62.3,975,70,"Hurricane"
"Iris",1995,"1995-08-30 00:00:00",23.6,-62.1,976,70,"Hurricane"
"Iris",1995,"1995-08-30 06:00:00",23.8,-61.8,977,70,"Hurricane"
"Iris",1995,"1995-08-30 12:00:00",24,-61.4,972,75,"Hurricane"
"Iris",1995,"1995-08-30 18:00:00",24.2,-60.8,971,75,"Hurricane"
"Iris",1995,"1995-08-31 00:00:00",24.5,-60.1,971,75,"Hurricane"
"Iris",1995,"1995-08-31 06:00:00",24.7,-59.6,971,75,"Hurricane"
"Iris",1995,"1995-08-31 12:00:00",24.9,-59.1,971,75,"Hurricane"
"Iris",1995,"1995-08-31 18:00:00",25,-58.9,968,85,"Hurricane"
"Iris",1995,"1995-09-01 00:00:00",25.2,-58.8,967,90,"Hurricane"
"Iris",1995,"1995-09-01 06:00:00",25.5,-58.8,965,95,"Hurricane"
"Iris",1995,"1995-09-01 12:00:00",25.6,-59,967,90,"Hurricane"
"Iris",1995,"1995-09-01 18:00:00",25.7,-59.7,969,85,"Hurricane"
"Iris",1995,"1995-09-02 00:00:00",26,-60.2,971,85,"Hurricane"
"Iris",1995,"1995-09-02 06:00:00",26.6,-60.2,973,85,"Hurricane"
"Iris",1995,"1995-09-02 12:00:00",27.8,-59.9,978,80,"Hurricane"
"Iris",1995,"1995-09-02 18:00:00",29.1,-59.7,983,75,"Hurricane"
"Iris",1995,"1995-09-03 00:00:00",31.3,-59,982,75,"Hurricane"
"Iris",1995,"1995-09-03 06:00:00",34.2,-58.6,982,75,"Hurricane"
"Iris",1995,"1995-09-03 12:00:00",36.9,-57.5,982,75,"Hurricane"
"Iris",1995,"1995-09-03 18:00:00",39.2,-55.5,985,70,"Hurricane"
"Iris",1995,"1995-09-04 00:00:00",41,-52.3,987,65,"Hurricane"
"Iris",1995,"1995-09-04 06:00:00",43.1,-49.4,990,60,"Tropical Storm"
"Jerry",1995,"1995-08-22 18:00:00",23.7,-78.7,1010,20,"Tropical Depression"
"Jerry",1995,"1995-08-23 00:00:00",24.2,-78.9,1009,25,"Tropical Depression"
"Jerry",1995,"1995-08-23 06:00:00",25.2,-79.2,1008,30,"Tropical Depression"
"Jerry",1995,"1995-08-23 12:00:00",26.4,-79.7,1008,35,"Tropical Storm"
"Jerry",1995,"1995-08-23 18:00:00",27,-80.2,1006,35,"Tropical Storm"
"Jerry",1995,"1995-08-24 00:00:00",27.3,-80.5,1005,35,"Tropical Storm"
"Jerry",1995,"1995-08-24 06:00:00",27.7,-81.1,1005,35,"Tropical Storm"
"Jerry",1995,"1995-08-24 12:00:00",28.4,-81.8,1004,35,"Tropical Storm"
"Jerry",1995,"1995-08-24 18:00:00",28.8,-82.6,1002,30,"Tropical Depression"
"Jerry",1995,"1995-08-25 00:00:00",29,-82.9,1002,30,"Tropical Depression"
"Jerry",1995,"1995-08-25 06:00:00",29.2,-83.3,1002,30,"Tropical Depression"
"Jerry",1995,"1995-08-25 12:00:00",29.8,-83.3,1004,25,"Tropical Depression"
"Jerry",1995,"1995-08-25 18:00:00",30.4,-83.2,1005,25,"Tropical Depression"
"Jerry",1995,"1995-08-26 00:00:00",30.7,-83.4,1005,25,"Tropical Depression"
"Jerry",1995,"1995-08-26 06:00:00",31.3,-83.7,1005,20,"Tropical Depression"
"Jerry",1995,"1995-08-26 12:00:00",31.8,-83.9,1005,20,"Tropical Depression"
"Jerry",1995,"1995-08-26 18:00:00",32.4,-84,1006,20,"Tropical Depression"
"Jerry",1995,"1995-08-27 00:00:00",33,-84,1006,20,"Tropical Depression"
"Jerry",1995,"1995-08-27 06:00:00",33.5,-83.9,1006,20,"Tropical Depression"
"Jerry",1995,"1995-08-27 12:00:00",33.8,-83.6,1006,20,"Tropical Depression"
"Jerry",1995,"1995-08-27 18:00:00",33.9,-83,1006,20,"Tropical Depression"
"Jerry",1995,"1995-08-28 00:00:00",33.8,-82.4,1006,20,"Tropical Depression"
"Karen",1995,"1995-08-26 12:00:00",15.4,-32.7,1009,30,"Tropical Depression"
"Karen",1995,"1995-08-26 18:00:00",15.5,-34,1008,30,"Tropical Depression"
"Karen",1995,"1995-08-27 00:00:00",15.6,-35.4,1008,30,"Tropical Depression"
"Karen",1995,"1995-08-27 06:00:00",15.8,-36.7,1007,30,"Tropical Depression"
"Karen",1995,"1995-08-27 12:00:00",16.1,-38,1007,30,"Tropical Depression"
"Karen",1995,"1995-08-27 18:00:00",16.3,-39.3,1006,30,"Tropical Depression"
"Karen",1995,"1995-08-28 00:00:00",16.5,-40.4,1006,30,"Tropical Depression"
"Karen",1995,"1995-08-28 06:00:00",16.6,-41.5,1005,35,"Tropical Storm"
"Karen",1995,"1995-08-28 12:00:00",16.9,-42.6,1003,40,"Tropical Storm"
"Karen",1995,"1995-08-28 18:00:00",17.4,-43.6,1001,45,"Tropical Storm"
"Karen",1995,"1995-08-29 00:00:00",17.7,-44.6,1000,45,"Tropical Storm"
"Karen",1995,"1995-08-29 06:00:00",17.8,-45.5,1000,45,"Tropical Storm"
"Karen",1995,"1995-08-29 12:00:00",18.1,-46.4,1000,45,"Tropical Storm"
"Karen",1995,"1995-08-29 18:00:00",18.5,-47.3,1001,45,"Tropical Storm"
"Karen",1995,"1995-08-30 00:00:00",19,-48.2,1002,45,"Tropical Storm"
"Karen",1995,"1995-08-30 06:00:00",19.2,-49.1,1003,40,"Tropical Storm"
"Karen",1995,"1995-08-30 12:00:00",19.4,-49.9,1003,40,"Tropical Storm"
"Karen",1995,"1995-08-30 18:00:00",19.6,-50.6,1004,40,"Tropical Storm"
"Karen",1995,"1995-08-31 00:00:00",20,-51.1,1004,40,"Tropical Storm"
"Karen",1995,"1995-08-31 06:00:00",20.3,-51.6,1003,40,"Tropical Storm"
